Site,Race,Latitude,Longitude,Year,Heritability
SKSA,Durango,52.13359,-106.609455,1985,NA
TXCS,Durango,30.540641,-96.427962,1985,NA
TXLU,Durango,33.6915,-101.826086,1985,NA
TXMU,Durango,33.45195,-99.614823,1985,NA
TXVE,Durango,34.080061,-99.368349,1985,NA
WAOT,Durango,46.79111,-119.033087,1985,0
WARO,Durango,46.29334,-119.734117,1985,0.7245466
WAVA,Durango,45.67664,-122.649114,1985,NA
WYLI,Durango,42.13224,-104.394135,1985,NA
WYPO,Durango,44.77592,-108.758948,1985,0.3441112
WYRI,Durango,43.0281,-108.426538,1985,NA
WYTO,Durango,42.0815,-104.219912,1985,NA
ABBI,Mesoamerican,49.869621,-111.377099,1985,0.5030596
ABBR,Mesoamerican,50.549506,-111.852109,1985,0.07320717
ABLE,Mesoamerican,49.69886,-112.763594,1985,NA
ABVA,Mesoamerican,50.052864,-112.126564,1985,NA
AZBO,Mesoamerican,32.451195,-109.958609,1985,NA
AZHE,Mesoamerican,31.43833,-110.108139,1985,NA
AZKS,Mesoamerican,32.12751,-109.752162,1985,NA
AZSA,Mesoamerican,32.81499,-109.680619,1985,NA
CACH,Mesoamerican,39.6903,-121.823782,1985,0.196565
CACO,Mesoamerican,39.2,-122.02,1985,0.2420627
CAD2,Mesoamerican,38.53505,-121.783175,1985,NA
CADV,Mesoamerican,38.53782,-121.756973,1985,NA
CAIR,Mesoamerican,33.6884,-117.722118,1985,0.5319741
CAOR,Mesoamerican,39.62961,-122.005533,1985,0.2470374
CARI,Mesoamerican,33.96833,-117.339196,1985,0.4868776
COFC,Mesoamerican,40.65167,-104.999168,1985,0.7493908
COFR,Mesoamerican,39.17892,-108.700073,1985,0.2568792
IDKI,Mesoamerican,42.55103,-114.340004,1985,0.6113153
IDNA,Mesoamerican,43.664948,-116.520451,1985,NA
IDP2,Mesoamerican,43.80256,-116.944202,1985,NA
IDPA,Mesoamerican,43.66495,-116.520451,1985,0.6775256
IDTF,Mesoamerican,42.6065,-114.504587,1985,0.694089
KSCO,Mesoamerican,39.387209,-101.068435,1985,NA
KSMA,Mesoamerican,39.21192,-96.589243,1985,NA
KSTR,Mesoamerican,38.47032,-101.77941,1985,0.6640602
MBBR,Mesoamerican,49.86689,-99.973147,1985,NA
MBMO,Mesoamerican,49.18491,-98.078299,1985,NA
MIEN,Mesoamerican,43.3541,-85.1791,1985,NA
MIS2,Mesoamerican,43.39521,-83.68696,1985,NA
MISA,Mesoamerican,43.39521,-83.686963,1985,0
MNBE,Mesoamerican,45.38951,-93.885754,1985,NA
MNCR,Mesoamerican,47.80604,-96.60909,1985,NA
MNLA,Mesoamerican,44.23915,-95.308206,1985,NA
MNMO,Mesoamerican,45.60179,-95.901515,1985,0.8119199
MNPE,Mesoamerican,46.89022,-95.075698,1985,NA
MNPR,Mesoamerican,46.66384,-95.533428,1985,NA
MOCL,Mesoamerican,36.487915,-89.96273,1985,NA
MOCO,Mesoamerican,38.943,-92.319914,1985,NA
MOPO,Mesoamerican,36.395653,-89.609206,1985,NA
MTHU,Mesoamerican,45.92061,-108.241794,1985,NA
MTSI,Mesoamerican,47.72635,-104.150097,1985,0.8845246
NDAR,Mesoamerican,47.10414,-97.218143,1985,NA
NDCA,Mesoamerican,47.50822,-99.120669,1985,NA
NDER,Mesoamerican,47.11533,-97.387892,1985,NA
NDFA,Mesoamerican,46.8994,-96.811921,1985,0.002334712
NDHA,Mesoamerican,47.6331,-97.460334,1985,NA
NDPR,Mesoamerican,46.99889,-97.113918,1985,NA
NEMI,Mesoamerican,41.94062,-103.821274,1985,NA
NENP,Mesoamerican,41.08757,-100.778668,1985,NA
NES2,Mesoamerican,41.89178,-103.678862,1985,NA
NESB,Mesoamerican,41.94255,-103.814399,1985,0.04872679
NMFA,Mesoamerican,36.68915,-108.307665,1985,0.2222884
NYFR,Mesoamerican,42.52198,-76.330525,1985,NA
ONEL,Mesoamerican,43.6419,-80.401772,1985,NA
ONEX,Mesoamerican,43.31734,-81.506848,1985,0.857376
ONGU,Mesoamerican,43.54903,-80.213818,1985,NA
ONHA,Mesoamerican,42.02955,-82.900968,1985,0.6022337
PRIS,Mesoamerican,18.46457,-67.052045,1985,NA
SKOU,Mesoamerican,51.47894,-107.050903,1985,NA
SKSA,Mesoamerican,52.13359,-106.609455,1985,NA
TXCS,Mesoamerican,30.540641,-96.427962,1985,NA
TXLU,Mesoamerican,33.6915,-101.826086,1985,NA
TXMU,Mesoamerican,33.45195,-99.614823,1985,NA
TXVE,Mesoamerican,34.080061,-99.368349,1985,NA
WAOT,Mesoamerican,46.79111,-119.033087,1985,0
WARO,Mesoamerican,46.29334,-119.734117,1985,0.6014091
WAVA,Mesoamerican,45.67664,-122.649114,1985,NA
WYLI,Mesoamerican,42.13224,-104.394135,1985,NA
WYPO,Mesoamerican,44.77592,-108.758948,1985,0
WYRI,Mesoamerican,43.0281,-108.426538,1985,NA
WYTO,Mesoamerican,42.0815,-104.219912,1985,NA
ABBI,Nueva Granada,49.869621,-111.377099,1985,0
ABBR,Nueva Granada,50.549506,-111.852109,1985,0
ABLE,Nueva Granada,49.69886,-112.763594,1985,0
ABVA,Nueva Granada,50.052864,-112.126564,1985,NA
AZBO,Nueva Granada,32.451195,-109.958609,1985,NA
AZHE,Nueva Granada,31.43833,-110.108139,1985,NA
AZKS,Nueva Granada,32.12751,-109.752162,1985,NA
AZSA,Nueva Granada,32.81499,-109.680619,1985,NA
CACH,Nueva Granada,39.6903,-121.823782,1985,0.2406039
CACO,Nueva Granada,39.2,-122.02,1985,0.006475555
CAD2,Nueva Granada,38.53505,-121.783175,1985,NA
CADV,Nueva Granada,38.53782,-121.756973,1985,NA
CAIR,Nueva Granada,33.6884,-117.722118,1985,NA
CAOR,Nueva Granada,39.62961,-122.005533,1985,0
CARI,Nueva Granada,33.96833,-117.339196,1985,0.3430228
COFC,Nueva Granada,40.65167,-104.999168,1985,0
COFR,Nueva Granada,39.17892,-108.700073,1985,0
IDKI,Nueva Granada,42.55103,-114.340004,1985,0.2297838
IDNA,Nueva Granada,43.664948,-116.520451,1985,NA
IDP2,Nueva Granada,43.80256,-116.944202,1985,NA
IDPA,Nueva Granada,43.66495,-116.520451,1985,0
IDTF,Nueva Granada,42.6065,-114.504587,1985,0.8730456
KSCO,Nueva Granada,39.387209,-101.068435,1985,NA
KSMA,Nueva Granada,39.21192,-96.589243,1985,NA
KSTR,Nueva Granada,38.47032,-101.77941,1985,0.4442638
MBBR,Nueva Granada,49.86689,-99.973147,1985,NA
MBMO,Nueva Granada,49.18491,-98.078299,1985,NA
MIEN,Nueva Granada,43.3541,-85.1791,1985,NA
MIS2,Nueva Granada,43.39521,-83.68696,1985,NA
MISA,Nueva Granada,43.39521,-83.686963,1985,0.636231
MNBE,Nueva Granada,45.38951,-93.885754,1985,0.04529716
MNCR,Nueva Granada,47.80604,-96.60909,1985,1.63E-10
MNLA,Nueva Granada,44.23915,-95.308206,1985,0
MNMO,Nueva Granada,45.60179,-95.901515,1985,0
MNPE,Nueva Granada,46.89022,-95.075698,1985,NA
MNPR,Nueva Granada,46.66384,-95.533428,1985,NA
MOCL,Nueva Granada,36.487915,-89.96273,1985,NA
MOCO,Nueva Granada,38.943,-92.319914,1985,NA
MOPO,Nueva Granada,36.395653,-89.609206,1985,NA
MTHU,Nueva Granada,45.92061,-108.241794,1985,NA
MTSI,Nueva Granada,47.72635,-104.150097,1985,0.4515668
NDAR,Nueva Granada,47.10414,-97.218143,1985,NA
NDCA,Nueva Granada,47.50822,-99.120669,1985,NA
NDER,Nueva Granada,47.11533,-97.387892,1985,NA
NDFA,Nueva Granada,46.8994,-96.811921,1985,0.7261877
NDHA,Nueva Granada,47.6331,-97.460334,1985,NA
NDPR,Nueva Granada,46.99889,-97.113918,1985,NA
NEMI,Nueva Granada,41.94062,-103.821274,1985,NA
NENP,Nueva Granada,41.08757,-100.778668,1985,NA
NES2,Nueva Granada,41.89178,-103.678862,1985,NA
NESB,Nueva Granada,41.94255,-103.814399,1985,5.86E-18
NMFA,Nueva Granada,36.68915,-108.307665,1985,0.6145373
NYFR,Nueva Granada,42.52198,-76.330525,1985,NA
ONEL,Nueva Granada,43.6419,-80.401772,1985,NA
ONEX,Nueva Granada,43.31734,-81.506848,1985,0.6951481
ONGU,Nueva Granada,43.54903,-80.213818,1985,NA
ONHA,Nueva Granada,42.02955,-82.900968,1985,NA
PRIS,Nueva Granada,18.46457,-67.052045,1985,NA
SKOU,Nueva Granada,51.47894,-107.050903,1985,NA
SKSA,Nueva Granada,52.13359,-106.609455,1985,NA
TXCS,Nueva Granada,30.540641,-96.427962,1985,NA
TXLU,Nueva Granada,33.6915,-101.826086,1985,NA
TXMU,Nueva Granada,33.45195,-99.614823,1985,NA
TXVE,Nueva Granada,34.080061,-99.368349,1985,NA
WAOT,Nueva Granada,46.79111,-119.033087,1985,0.4111513
WARO,Nueva Granada,46.29334,-119.734117,1985,0.4201986
WAVA,Nueva Granada,45.67664,-122.649114,1985,NA
WYLI,Nueva Granada,42.13224,-104.394135,1985,NA
WYPO,Nueva Granada,44.77592,-108.758948,1985,9.16E-10
WYRI,Nueva Granada,43.0281,-108.426538,1985,NA
WYTO,Nueva Granada,42.0815,-104.219912,1985,NA
ABBI,Durango,49.869621,-111.377099,1986,0.8046939
ABBR,Durango,50.549506,-111.852109,1986,0.5905523
ABLE,Durango,49.69886,-112.763594,1986,NA
ABVA,Durango,50.052864,-112.126564,1986,NA
AZBO,Durango,32.451195,-109.958609,1986,NA
AZHE,Durango,31.43833,-110.108139,1986,NA
AZKS,Durango,32.12751,-109.752162,1986,NA
AZSA,Durango,32.81499,-109.680619,1986,NA
CACH,Durango,39.6903,-121.823782,1986,0.6218353
CACO,Durango,39.2,-122.02,1986,0.09479318
CAD2,Durango,38.53505,-121.783175,1986,NA
CADV,Durango,38.53782,-121.756973,1986,NA
CAIR,Durango,33.6884,-117.722118,1986,0.4509439
CAOR,Durango,39.62961,-122.005533,1986,0.2140152
CARI,Durango,33.96833,-117.339196,1986,0.07411692
COFC,Durango,40.65167,-104.999168,1986,0.6483105
COFR,Durango,39.17892,-108.700073,1986,0.5032603
IDKI,Durango,42.55103,-114.340004,1986,0.637755
IDNA,Durango,43.664948,-116.520451,1986,NA
IDP2,Durango,43.80256,-116.944202,1986,NA
IDPA,Durango,43.66495,-116.520451,1986,0.5415513
IDTF,Durango,42.6065,-114.504587,1986,0
KSCO,Durango,39.387209,-101.068435,1986,NA
KSMA,Durango,39.21192,-96.589243,1986,0.6384526
KSTR,Durango,38.47032,-101.77941,1986,0.4037323
MBBR,Durango,49.86689,-99.973147,1986,NA
MBMO,Durango,49.18491,-98.078299,1986,NA
MIEN,Durango,43.3541,-85.1791,1986,NA
MIS2,Durango,43.39521,-83.68696,1986,NA
MISA,Durango,43.39521,-83.686963,1986,0.2710866
MNBE,Durango,45.38951,-93.885754,1986,NA
MNCR,Durango,47.80604,-96.60909,1986,NA
MNLA,Durango,44.23915,-95.308206,1986,NA
MNMO,Durango,45.60179,-95.901515,1986,NA
MNPE,Durango,46.89022,-95.075698,1986,NA
MNPR,Durango,46.66384,-95.533428,1986,NA
MOCL,Durango,36.487915,-89.96273,1986,NA
MOCO,Durango,38.943,-92.319914,1986,NA
MOPO,Durango,36.395653,-89.609206,1986,NA
MTHU,Durango,45.92061,-108.241794,1986,NA
MTSI,Durango,47.72635,-104.150097,1986,0.6332036
NDAR,Durango,47.10414,-97.218143,1986,NA
NDCA,Durango,47.50822,-99.120669,1986,NA
NDER,Durango,47.11533,-97.387892,1986,NA
NDFA,Durango,46.8994,-96.811921,1986,2.45E-17
NDHA,Durango,47.6331,-97.460334,1986,NA
NDPR,Durango,46.99889,-97.113918,1986,NA
NEMI,Durango,41.94062,-103.821274,1986,NA
NENP,Durango,41.08757,-100.778668,1986,NA
NES2,Durango,41.89178,-103.678862,1986,0
NESB,Durango,41.94255,-103.814399,1986,5.78E-07
NMFA,Durango,36.68915,-108.307665,1986,0.06692566
NYFR,Durango,42.52198,-76.330525,1986,NA
ONEL,Durango,43.6419,-80.401772,1986,NA
ONEX,Durango,43.31734,-81.506848,1986,0
ONGU,Durango,43.54903,-80.213818,1986,NA
ONHA,Durango,42.02955,-82.900968,1986,NA
PRIS,Durango,18.46457,-67.052045,1986,NA
SKOU,Durango,51.47894,-107.050903,1986,0
SKSA,Durango,52.13359,-106.609455,1986,NA
TXCS,Durango,30.540641,-96.427962,1986,NA
TXLU,Durango,33.6915,-101.826086,1986,NA
TXMU,Durango,33.45195,-99.614823,1986,NA
TXVE,Durango,34.080061,-99.368349,1986,NA
WAOT,Durango,46.79111,-119.033087,1986,0.1293172
WARO,Durango,46.29334,-119.734117,1986,0.6905472
WAVA,Durango,45.67664,-122.649114,1986,NA
WYLI,Durango,42.13224,-104.394135,1986,NA
WYPO,Durango,44.77592,-108.758948,1986,0.1585453
WYRI,Durango,43.0281,-108.426538,1986,NA
WYTO,Durango,42.0815,-104.219912,1986,NA
ABBI,Mesoamerican,49.869621,-111.377099,1986,0.6478341
ABBR,Mesoamerican,50.549506,-111.852109,1986,0.000884338
ABLE,Mesoamerican,49.69886,-112.763594,1986,NA
ABVA,Mesoamerican,50.052864,-112.126564,1986,NA
AZBO,Mesoamerican,32.451195,-109.958609,1986,NA
AZHE,Mesoamerican,31.43833,-110.108139,1986,NA
AZKS,Mesoamerican,32.12751,-109.752162,1986,NA
AZSA,Mesoamerican,32.81499,-109.680619,1986,NA
CACH,Mesoamerican,39.6903,-121.823782,1986,0.196565
CACO,Mesoamerican,39.2,-122.02,1986,0.8112645
CAD2,Mesoamerican,38.53505,-121.783175,1986,NA
CADV,Mesoamerican,38.53782,-121.756973,1986,NA
CAIR,Mesoamerican,33.6884,-117.722118,1986,0.8093489
CAOR,Mesoamerican,39.62961,-122.005533,1986,0.2470374
CARI,Mesoamerican,33.96833,-117.339196,1986,0.3293369
COFC,Mesoamerican,40.65167,-104.999168,1986,0.6673424
COFR,Mesoamerican,39.17892,-108.700073,1986,0.2969584
IDKI,Mesoamerican,42.55103,-114.340004,1986,0.8847762
IDNA,Mesoamerican,43.664948,-116.520451,1986,NA
IDP2,Mesoamerican,43.80256,-116.944202,1986,NA
IDPA,Mesoamerican,43.66495,-116.520451,1986,0.9293722
IDTF,Mesoamerican,42.6065,-114.504587,1986,0.6553651
KSCO,Mesoamerican,39.387209,-101.068435,1986,NA
KSMA,Mesoamerican,39.21192,-96.589243,1986,NA
KSTR,Mesoamerican,38.47032,-101.77941,1986,0.5399919
MBBR,Mesoamerican,49.86689,-99.973147,1986,NA
MBMO,Mesoamerican,49.18491,-98.078299,1986,NA
MIEN,Mesoamerican,43.3541,-85.1791,1986,NA
MIS2,Mesoamerican,43.39521,-83.68696,1986,NA
MISA,Mesoamerican,43.39521,-83.686963,1986,0
MNBE,Mesoamerican,45.38951,-93.885754,1986,NA
MNCR,Mesoamerican,47.80604,-96.60909,1986,NA
MNLA,Mesoamerican,44.23915,-95.308206,1986,NA
MNMO,Mesoamerican,45.60179,-95.901515,1986,NA
MNPE,Mesoamerican,46.89022,-95.075698,1986,NA
MNPR,Mesoamerican,46.66384,-95.533428,1986,NA
MOCL,Mesoamerican,36.487915,-89.96273,1986,NA
MOCO,Mesoamerican,38.943,-92.319914,1986,NA
MOPO,Mesoamerican,36.395653,-89.609206,1986,NA
MTHU,Mesoamerican,45.92061,-108.241794,1986,NA
MTSI,Mesoamerican,47.72635,-104.150097,1986,0.8154671
NDAR,Mesoamerican,47.10414,-97.218143,1986,NA
NDCA,Mesoamerican,47.50822,-99.120669,1986,NA
NDER,Mesoamerican,47.11533,-97.387892,1986,NA
NDFA,Mesoamerican,46.8994,-96.811921,1986,0.003094303
NDHA,Mesoamerican,47.6331,-97.460334,1986,NA
NDPR,Mesoamerican,46.99889,-97.113918,1986,NA
NEMI,Mesoamerican,41.94062,-103.821274,1986,NA
NENP,Mesoamerican,41.08757,-100.778668,1986,NA
NES2,Mesoamerican,41.89178,-103.678862,1986,0.300137
NESB,Mesoamerican,41.94255,-103.814399,1986,0.4093481
NMFA,Mesoamerican,36.68915,-108.307665,1986,0.2098709
NYFR,Mesoamerican,42.52198,-76.330525,1986,NA
ONEL,Mesoamerican,43.6419,-80.401772,1986,NA
ONEX,Mesoamerican,43.31734,-81.506848,1986,0.8275554
ONGU,Mesoamerican,43.54903,-80.213818,1986,NA
ONHA,Mesoamerican,42.02955,-82.900968,1986,0.5062669
PRIS,Mesoamerican,18.46457,-67.052045,1986,NA
SKOU,Mesoamerican,51.47894,-107.050903,1986,0.3297608
SKSA,Mesoamerican,52.13359,-106.609455,1986,NA
TXCS,Mesoamerican,30.540641,-96.427962,1986,NA
TXLU,Mesoamerican,33.6915,-101.826086,1986,NA
TXMU,Mesoamerican,33.45195,-99.614823,1986,NA
TXVE,Mesoamerican,34.080061,-99.368349,1986,NA
WAOT,Mesoamerican,46.79111,-119.033087,1986,0.394173
WARO,Mesoamerican,46.29334,-119.734117,1986,0.7815922
WAVA,Mesoamerican,45.67664,-122.649114,1986,NA
WYLI,Mesoamerican,42.13224,-104.394135,1986,NA
WYPO,Mesoamerican,44.77592,-108.758948,1986,0.5241981
WYRI,Mesoamerican,43.0281,-108.426538,1986,NA
WYTO,Mesoamerican,42.0815,-104.219912,1986,NA
ABBI,Nueva Granada,49.869621,-111.377099,1986,0
ABBR,Nueva Granada,50.549506,-111.852109,1986,7.85E-19
ABLE,Nueva Granada,49.69886,-112.763594,1986,NA
ABVA,Nueva Granada,50.052864,-112.126564,1986,NA
AZBO,Nueva Granada,32.451195,-109.958609,1986,NA
AZHE,Nueva Granada,31.43833,-110.108139,1986,NA
AZKS,Nueva Granada,32.12751,-109.752162,1986,NA
AZSA,Nueva Granada,32.81499,-109.680619,1986,NA
CACH,Nueva Granada,39.6903,-121.823782,1986,0.2406039
CACO,Nueva Granada,39.2,-122.02,1986,0.02545781
CAD2,Nueva Granada,38.53505,-121.783175,1986,NA
CADV,Nueva Granada,38.53782,-121.756973,1986,NA
CAIR,Nueva Granada,33.6884,-117.722118,1986,0.2672741
CAOR,Nueva Granada,39.62961,-122.005533,1986,NA
CARI,Nueva Granada,33.96833,-117.339196,1986,0.1576505
COFC,Nueva Granada,40.65167,-104.999168,1986,0
COFR,Nueva Granada,39.17892,-108.700073,1986,0.4048547
IDKI,Nueva Granada,42.55103,-114.340004,1986,0.4136241
IDNA,Nueva Granada,43.664948,-116.520451,1986,NA
IDP2,Nueva Granada,43.80256,-116.944202,1986,NA
IDPA,Nueva Granada,43.66495,-116.520451,1986,0.4719145
IDTF,Nueva Granada,42.6065,-114.504587,1986,0.5964723
KSCO,Nueva Granada,39.387209,-101.068435,1986,NA
KSMA,Nueva Granada,39.21192,-96.589243,1986,NA
KSTR,Nueva Granada,38.47032,-101.77941,1986,0.2824519
MBBR,Nueva Granada,49.86689,-99.973147,1986,NA
MBMO,Nueva Granada,49.18491,-98.078299,1986,NA
MIEN,Nueva Granada,43.3541,-85.1791,1986,NA
MIS2,Nueva Granada,43.39521,-83.68696,1986,NA
MISA,Nueva Granada,43.39521,-83.686963,1986,0.5680607
MNBE,Nueva Granada,45.38951,-93.885754,1986,NA
MNCR,Nueva Granada,47.80604,-96.60909,1986,NA
MNLA,Nueva Granada,44.23915,-95.308206,1986,NA
MNMO,Nueva Granada,45.60179,-95.901515,1986,NA
MNPE,Nueva Granada,46.89022,-95.075698,1986,NA
MNPR,Nueva Granada,46.66384,-95.533428,1986,NA
MOCL,Nueva Granada,36.487915,-89.96273,1986,NA
MOCO,Nueva Granada,38.943,-92.319914,1986,NA
MOPO,Nueva Granada,36.395653,-89.609206,1986,NA
MTHU,Nueva Granada,45.92061,-108.241794,1986,NA
MTSI,Nueva Granada,47.72635,-104.150097,1986,0.3661112
NDAR,Nueva Granada,47.10414,-97.218143,1986,NA
NDCA,Nueva Granada,47.50822,-99.120669,1986,NA
NDER,Nueva Granada,47.11533,-97.387892,1986,NA
NDFA,Nueva Granada,46.8994,-96.811921,1986,0.7261877
NDHA,Nueva Granada,47.6331,-97.460334,1986,NA
NDPR,Nueva Granada,46.99889,-97.113918,1986,NA
NEMI,Nueva Granada,41.94062,-103.821274,1986,NA
NENP,Nueva Granada,41.08757,-100.778668,1986,NA
NES2,Nueva Granada,41.89178,-103.678862,1986,0.01971113
NESB,Nueva Granada,41.94255,-103.814399,1986,0.1782274
NMFA,Nueva Granada,36.68915,-108.307665,1986,0.4067515
NYFR,Nueva Granada,42.52198,-76.330525,1986,NA
ONEL,Nueva Granada,43.6419,-80.401772,1986,NA
ONEX,Nueva Granada,43.31734,-81.506848,1986,0.7336739
ONGU,Nueva Granada,43.54903,-80.213818,1986,NA
ONHA,Nueva Granada,42.02955,-82.900968,1986,NA
PRIS,Nueva Granada,18.46457,-67.052045,1986,NA
SKOU,Nueva Granada,51.47894,-107.050903,1986,NA
SKSA,Nueva Granada,52.13359,-106.609455,1986,NA
TXCS,Nueva Granada,30.540641,-96.427962,1986,NA
TXLU,Nueva Granada,33.6915,-101.826086,1986,NA
TXMU,Nueva Granada,33.45195,-99.614823,1986,NA
TXVE,Nueva Granada,34.080061,-99.368349,1986,NA
WAOT,Nueva Granada,46.79111,-119.033087,1986,0.6166814
WARO,Nueva Granada,46.29334,-119.734117,1986,0.4975923
WAVA,Nueva Granada,45.67664,-122.649114,1986,NA
WYLI,Nueva Granada,42.13224,-104.394135,1986,NA
WYPO,Nueva Granada,44.77592,-108.758948,1986,7.95E-10
WYRI,Nueva Granada,43.0281,-108.426538,1986,NA
WYTO,Nueva Granada,42.0815,-104.219912,1986,NA
ABBI,Durango,49.869621,-111.377099,1987,0.8098984
ABBR,Durango,50.549506,-111.852109,1987,0.3113081
ABLE,Durango,49.69886,-112.763594,1987,NA
ABVA,Durango,50.052864,-112.126564,1987,NA
AZBO,Durango,32.451195,-109.958609,1987,NA
AZHE,Durango,31.43833,-110.108139,1987,NA
AZKS,Durango,32.12751,-109.752162,1987,NA
AZSA,Durango,32.81499,-109.680619,1987,NA
CACH,Durango,39.6903,-121.823782,1987,0.6218353
CACO,Durango,39.2,-122.02,1987,0.2309476
CAD2,Durango,38.53505,-121.783175,1987,NA
CADV,Durango,38.53782,-121.756973,1987,NA
CAIR,Durango,33.6884,-117.722118,1987,0.1773253
CAOR,Durango,39.62961,-122.005533,1987,NA
CARI,Durango,33.96833,-117.339196,1987,0.07411692
COFC,Durango,40.65167,-104.999168,1987,0.4568345
COFR,Durango,39.17892,-108.700073,1987,0.4776343
IDKI,Durango,42.55103,-114.340004,1987,0.468133
IDNA,Durango,43.664948,-116.520451,1987,NA
IDP2,Durango,43.80256,-116.944202,1987,NA
IDPA,Durango,43.66495,-116.520451,1987,0.3665251
IDTF,Durango,42.6065,-114.504587,1987,0.321222
KSCO,Durango,39.387209,-101.068435,1987,NA
KSMA,Durango,39.21192,-96.589243,1987,0
KSTR,Durango,38.47032,-101.77941,1987,0.2579414
MBBR,Durango,49.86689,-99.973147,1987,NA
MBMO,Durango,49.18491,-98.078299,1987,NA
MIEN,Durango,43.3541,-85.1791,1987,NA
MIS2,Durango,43.39521,-83.68696,1987,NA
MISA,Durango,43.39521,-83.686963,1987,0.3676122
MNBE,Durango,45.38951,-93.885754,1987,NA
MNCR,Durango,47.80604,-96.60909,1987,NA
MNLA,Durango,44.23915,-95.308206,1987,NA
MNMO,Durango,45.60179,-95.901515,1987,NA
MNPE,Durango,46.89022,-95.075698,1987,NA
MNPR,Durango,46.66384,-95.533428,1987,NA
MOCL,Durango,36.487915,-89.96273,1987,NA
MOCO,Durango,38.943,-92.319914,1987,NA
MOPO,Durango,36.395653,-89.609206,1987,NA
MTHU,Durango,45.92061,-108.241794,1987,NA
MTSI,Durango,47.72635,-104.150097,1987,0.6500892
NDAR,Durango,47.10414,-97.218143,1987,NA
NDCA,Durango,47.50822,-99.120669,1987,NA
NDER,Durango,47.11533,-97.387892,1987,NA
NDFA,Durango,46.8994,-96.811921,1987,0
NDHA,Durango,47.6331,-97.460334,1987,NA
NDPR,Durango,46.99889,-97.113918,1987,NA
NEMI,Durango,41.94062,-103.821274,1987,NA
NENP,Durango,41.08757,-100.778668,1987,NA
NES2,Durango,41.89178,-103.678862,1987,0
NESB,Durango,41.94255,-103.814399,1987,0
NMFA,Durango,36.68915,-108.307665,1987,0.1151283
NYFR,Durango,42.52198,-76.330525,1987,NA
ONEL,Durango,43.6419,-80.401772,1987,NA
ONEX,Durango,43.31734,-81.506848,1987,0
ONGU,Durango,43.54903,-80.213818,1987,NA
ONHA,Durango,42.02955,-82.900968,1987,NA
PRIS,Durango,18.46457,-67.052045,1987,NA
SKOU,Durango,51.47894,-107.050903,1987,0.6001521
SKSA,Durango,52.13359,-106.609455,1987,NA
TXCS,Durango,30.540641,-96.427962,1987,NA
TXLU,Durango,33.6915,-101.826086,1987,NA
TXMU,Durango,33.45195,-99.614823,1987,NA
TXVE,Durango,34.080061,-99.368349,1987,NA
WAOT,Durango,46.79111,-119.033087,1987,0.1293172
WARO,Durango,46.29334,-119.734117,1987,0.4240411
WAVA,Durango,45.67664,-122.649114,1987,NA
WYLI,Durango,42.13224,-104.394135,1987,NA
WYPO,Durango,44.77592,-108.758948,1987,0.0508085
WYRI,Durango,43.0281,-108.426538,1987,NA
WYTO,Durango,42.0815,-104.219912,1987,NA
ABBI,Mesoamerican,49.869621,-111.377099,1987,0.786264
ABBR,Mesoamerican,50.549506,-111.852109,1987,0
ABLE,Mesoamerican,49.69886,-112.763594,1987,NA
ABVA,Mesoamerican,50.052864,-112.126564,1987,NA
AZBO,Mesoamerican,32.451195,-109.958609,1987,NA
AZHE,Mesoamerican,31.43833,-110.108139,1987,NA
AZKS,Mesoamerican,32.12751,-109.752162,1987,NA
AZSA,Mesoamerican,32.81499,-109.680619,1987,NA
CACH,Mesoamerican,39.6903,-121.823782,1987,0.196565
CACO,Mesoamerican,39.2,-122.02,1987,0.7379303
CAD2,Mesoamerican,38.53505,-121.783175,1987,NA
CADV,Mesoamerican,38.53782,-121.756973,1987,NA
CAIR,Mesoamerican,33.6884,-117.722118,1987,0.802019
CAOR,Mesoamerican,39.62961,-122.005533,1987,NA
CARI,Mesoamerican,33.96833,-117.339196,1987,0.3293369
COFC,Mesoamerican,40.65167,-104.999168,1987,0.7391929
COFR,Mesoamerican,39.17892,-108.700073,1987,0.6147424
IDKI,Mesoamerican,42.55103,-114.340004,1987,0.7963291
IDNA,Mesoamerican,43.664948,-116.520451,1987,NA
IDP2,Mesoamerican,43.80256,-116.944202,1987,NA
IDPA,Mesoamerican,43.66495,-116.520451,1987,0.7693729
IDTF,Mesoamerican,42.6065,-114.504587,1987,0.7604203
